,idx,n_planned,n_actual,runtime,total_comparisons,accuracy,avg_euclid_payment,std_euclid_payment,avg_semantic_payment,std_semantic_payment,semantic_euclid_payment_corr,total_remainder_fee,avg_remainder_fee,n_withdrawls
0,5,100,100000,75.59405166299985,102169,0.99118,768.2612993653619,162.67026016814873,872.1816672681458,31.57626424664705,-0.2169121759053287,3076.8563544023746,20.110172250995912,153
