,idx,n_planned,n_actual,runtime,total_comparisons,accuracy,avg_euclid_payment,std_euclid_payment,avg_semantic_payment,std_semantic_payment,semantic_euclid_payment_corr,total_remainder_fee,avg_remainder_fee,n_withdrawls
0,9,1000,40000,81.03646383899832,81848,0.99205,766.9357906462928,161.7265378630535,872.2432360529602,29.360617586665526,-0.19751392335836138,518.8217555152783,8.505274680578331,61
