,idx,n_planned,n_actual,runtime,total_comparisons,accuracy,avg_euclid_payment,std_euclid_payment,avg_semantic_payment,std_semantic_payment,semantic_euclid_payment_corr,total_remainder_fee,avg_remainder_fee,n_withdrawls
0,6,1000,10000,26.457674700001007,32268,0.991,773.1240913309484,161.64132304960725,870.0534770770631,29.93848100741576,-0.21230963634318548,3298.35889905662,206.14743119103875,16
