,idx,n_planned,n_actual,runtime,total_comparisons,accuracy,avg_euclid_payment,std_euclid_payment,avg_semantic_payment,std_semantic_payment,semantic_euclid_payment_corr,total_remainder_fee,avg_remainder_fee,n_withdrawls
0,8,1000,30000,61.69188922600006,78773,0.9930666666666667,772.3929434158282,161.69115969431306,869.9199169114271,29.72750382052744,-0.21007091345139434,4772.83535604417,101.54968842647169,47
