,idx,n_planned,n_actual,runtime,total_comparisons,accuracy,avg_euclid_payment,std_euclid_payment,avg_semantic_payment,std_semantic_payment,semantic_euclid_payment_corr,total_remainder_fee,avg_remainder_fee,n_withdrawls
0,7,1000,20000,43.89665876700019,48329,0.99315,770.1529530476753,160.27437579012494,872.2838094980792,30.32149475820094,-0.21057667677439354,1993.7128180184263,64.3133167102718,31
