,idx,n_planned,n_actual,runtime,total_comparisons,accuracy,avg_euclid_payment,std_euclid_payment,avg_semantic_payment,std_semantic_payment,semantic_euclid_payment_corr,total_remainder_fee,avg_remainder_fee,n_withdrawls
0,10,1000,100000,195.4696514520001,223086,0.99201,770.1470684494732,161.51579951428508,870.6714947581477,29.589572202424762,-0.20362471982080688,690.6463293739973,4.514028296562073,153
